Annee;Diplôme;Numéro de l'établissement;Établissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Remarque;Nombre de réponses;Taux de réponse;Poids de la discipline;Taux d’insertion;% emplois cadre ou professions intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net mensuel régional 1er quartile;Salaire net mensuel régional 3ème quartile;cle_ETAB;cle_DISC
2011;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;43;81;5;95;100;100;100;2480;38700;25.00;11.2;1730;95;44;14;;;Nice - Sophia-Antipolis_30;disc16_30
2011;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;34;85;4;97;90;82;100;ns;ns;25.00;11.2;1730;62;30;74;;;Nice - Sophia-Antipolis_30;disc17_30
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;10;80;2;ns;ns;ns;ns;ns;ns;26.00;11.4;1840;ns;ns;ns;1430;2210;Nice - Sophia-Antipolis_30;disc11_30
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;39;84;6;90;82;68;91;ns;ns;26.00;11.4;1840;67;42;52;1430;2210;Nice - Sophia-Antipolis_30;disc13_30
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;39;91;6;100;100;85;97;ns;ns;26.00;11.4;1840;74;52;74;1430;2210;Nice - Sophia-Antipolis_30;disc14_30
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;30;83;5;100;ns;ns;ns;ns;ns;26.00;11.4;1840;ns;ns;73;1430;2210;Nice - Sophia-Antipolis_18;disc17_18
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;30;83;5;96;ns;ns;ns;ns;ns;26.00;11.4;1840;ns;ns;73;1430;2210;Nice - Sophia-Antipolis_30;disc17_30
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;33;84;5;94;ns;ns;ns;ns;ns;26.00;11.4;1840;ns;41;43;1430;2210;Nice - Sophia-Antipolis_18;disc03_18
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;33;84;5;97;57;78;100;ns;ns;26.00;11.4;1840;43;41;43;1430;2210;Nice - Sophia-Antipolis_30;disc03_30
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;22;87;4;ns;ns;ns;ns;ns;ns;26.00;11.4;1840;ns;ns;ns;1430;2210;Nice - Sophia-Antipolis_30;disc05_30
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;87;86;14;71;68;54;60;ns;ns;26.00;11.4;1840;52;28;80;1430;2210;Nice - Sophia-Antipolis_18;disc07_18
2013;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;15;86;2;ns;ns;ns;ns;ns;ns;26.00;11.4;1840;ns;ns;ns;1430;2210;Nice - Sophia-Antipolis_18;disc08_18
2014;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;43;79;7;86;74;100;97;ns;ns;28.00;11;1830;47;42;60;1420;2210;Nice - Sophia-Antipolis_30;disc03_30
2014;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;6;100;1;ns;ns;ns;ns;ns;ns;28.00;11;1830;ns;ns;ns;1420;2210;Nice - Sophia-Antipolis_30;disc05_30
2014;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;30;87;4;80;ns;ns;ns;ns;ns;28.00;11;1830;ns;ns;83;1420;2210;Nice - Sophia-Antipolis_30;disc06_30
2014;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;98;85;15;81;70;70;72;1520;23700;28.00;11;1830;54;46;74;1420;2210;Nice - Sophia-Antipolis_30;disc07_30
2014;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;40;87;6;93;88;76;57;ns;ns;28.00;11;1830;79;32;80;1420;2210;Nice - Sophia-Antipolis_30;disc09_30
2014;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;11;88;2;ns;ns;ns;ns;ns;ns;28.00;11;1830;ns;ns;ns;1420;2210;Nice - Sophia-Antipolis_18;disc11_18
